article_id,source_id,source_name,author,title,description,url,url_to_image,published_at,content,category,full_content
89615,,Ozbargain.com.au,oztechtraders,Boost $300 Prepaid SIM Starter Kit (260GB Data if Activated by 27-11-2023) $238 Delivered@ Oztechbiz,"BOOST MOBILE $300 PREPAID SIM STARTER KIT

260 GB Data (240GB + 20GB Bonus) Activate before 27-11-23

Expiry date 14-07-2025. (Customer 365 days expiry date starts from the date of sim activation)

We aim to process the orders within 48 hours after the cleare…",https://www.ozbargain.com.au/node/807849,https://files.ozbargain.com.au/n/49/807849l.jpg?h=4f5c299d,2023-10-25 11:05:32.000000,"BOOST MOBILE $300 PREPAID SIM STARTER KIT
260 GB Data (240GB + 20GB Bonus) Activate before 27-11-23
Expiry date 14-07-2025. (Customer 365 days expiry date starts from the date of sim activation)
W… [+2577 chars]",Nepal,
89616,bbc-news,BBC News,https://www.facebook.com/bbcnews,India-China feud keeps international planes out of Nepal airport,Nepal has spent millions constructing a new airport in hopes of boosting tourism - but no-one is coming.,https://www.bbc.co.uk/news/world-asia-66425253,https://ichef.bbci.co.uk/news/1024/branded_news/1377C/production/_131304797_gettyimages-1240701029.jpg,2023-10-03 21:06:51.000000,"The bright orange hotel sticks out as far as the eye can see - but unfortunately for its owner Bishnu Sharma, there is hardly anyone there to see it. 
His hotel offers breath-taking mountain views f… [+5039 chars]",Nepal,"The bright orange hotel sticks out as far as the eye can see - but unfortunately for its owner Bishnu Sharma, there is hardly anyone there to see it.  His hotel offers breath-taking mountain views from the town of Lumbini in Nepal - Buddha's birthplace.  But a hoped-for surge in tourist numbers has failed to materialise, blamed in part on tensions between Nepal's giant neighbours India and China. Lumbini saw close to a million visitors in 2022, according to the Lumbini Development Trust - and it was this number the government was betting on when it spent $76m (£61m) to build the Gautam Buddha International Airport, which opened in May last year.  Domestic tourists make up most of the visitors, with just less than a third travelling from neighbouring India.  The terminal, also known as Bhairahawa Airport, lets tourists fly directly to Lumbini instead of travelling 250km (155 miles) by land from the capital, Kathmandu. Yet the anticipated travel boom never materialised, something travel industry experts attribute to a lack of early promotion and incentives to international airlines.  ""The government asked us to expand tourism infrastructure saying more international flights would come. But my hotel is two-thirds empty. I am now struggling to repay my loan,"" Mr Sharma tells the BBC, adding that he is millions of rupees in debt.  Travel industry experts argue tourist arrivals, particularly from overseas, will go up if there are regular scheduled international flights operating out of Bhairahawa airport. But Nepali officials say Delhi has refused to allow big passenger planes to fly west through its airspace - meaning planes cannot fly over India to reach the Gautam Buddha airport.  Access to Indian airspace would mean shorter flights at lower cost. Some in Nepal also believe that Delhi is wary of the fact that the Gautam Buddha airport was constructed by China's Northwest Civil Aviation Airport.  The airport is also located near Nepal's border with India  - west of where the two Asian giants' troops clashed last December in the Arunachal Pradesh region, just seven months after the terminal opened to international traffic. In 2020, a major encounter between India and China killed at least 20 troops. At the centre of their dispute is an ill-defined, poorly-demarcated 3,440km (2,100-mile)-long border- called the Line of Actual Control, or LAC.  The presence of rivers, lakes and snowcaps means the line can shift. The soldiers on either side - representing two of the world's largest armies - come face to face at many points. The situation at the border is mirrored by growing political tension, with strained ties between Indian Prime Minister Narendra Modi and Chinese President Xi Jinping. Observers say talks are the only way forward because both nuclear-armed countries have much to lose. The two countries have fought only one war, in 1962, when India suffered a humiliating defeat. The Gautum Buddha airport was meant to be the key to Nepal's plan to grow traffic by easing the load of Kathmandu - which has been for years its only international gateway. Kathmandu Airport is heavily congested and was briefly shut down by a powerful earthquake in 2015. A third international airport located in Pokhara - a town with stunning views of the Annapurna mountains and known for adventure sports - is facing a familiar problem to Bhairahawa.  Since it opened last January, the airport - built with a $215m loan from China - has not welcomed any international flights, save for a charter flight from Chengdu that brought in Chinese officials and tourists. Currently, Gautama Buddha and Pokhara have a combined traffic of 80-85 domestic flights per day. But experts say the terminals need substantial international traffic to sustain operations. ""I don't think only domestic flights will make these two airports commercially viable. It may be difficult to repay the loan without regular international flights,"" says Tri Ratna Manandhar, the former director general of the Civil Aviation Authority of Nepal. Pokhara International Airport chief Bikram Raj Gautam says Nepal needs ""proactive diplomacy"" to convince countries like India to open their airspace to commercial flights that will land in Nepal. Experts say Nepal can also look at attracting tourists from the east like Thailand, Japan and Cambodia, while Delhi's restrictions choke traffic from the west. Nepal Airlines has just started a weekly flight from Bhairahawa to Kuala Lumpur - something that should send a positive message to other airlines, Dipak Bajracharya, director of the Gautam Buddha International Airport tells the BBC. But Nepal's minister for tourism and civil aviation, Sudan Kiranti, remains optimistic that there will be a resolution with Delhi - and soon.  ""We are in constant touch and dialogue with Indian officials and diplomats,"" he tells the BBC. ""They are very positive."" With additional reporting by Surendra Phuyal in Kathmandu"
89617,,DW (English),Deutsche Welle,India: Top court to rule on same-sex marriage,"India's Supreme Court is expected to deliver a historic judgement on the legal recognition of same-sex marriage. The BJP government has opposed this move, saying it goes against traditional family values.",https://www.dw.com/en/india-top-court-to-rule-on-same-sex-marriage/a-67116174,https://static.dw.com/image/67116190_6.jpg,2023-10-17 05:06:00.000000,"On Tuesday, India's Supreme Court is expected to deliver a verdict on whether to grant legal recognition to same-sex marriages.
The historic case comes five years after the top court ruled in favor … [+910 chars]",Nepal,
89621,,Sightunseen.com,Deborah Shapiro,Each Rug in the Latest Collection from Cc-Tapis Looks Like a Portal to Somewhere Else,"Made of hand-knotted Himalayan wool at the cc-tapis atelier in Nepal, the Memento collection by Yabu Pushelberg features a trio of undyed, tone-on-tone variations in off-kilter geometries. There are arches that could be doorways; squares, trapezoids, and circ…",https://www.sightunseen.com/2023/10/each-rug-in-the-latest-collection-from-cc-tapis-looks-like-a-portal-to-somewhere-else/,https://www.sightunseen.com/wordpress/wp-content/uploads/2023/09/seandavidson_yp_cctapis_film_22-copy.jpg,2023-10-04 13:00:30.000000,"The Yabu Pushelberg designs for cc tapis new Memento collection are surrealistic and ephemeral in the way that dreams can be those images and feelings you cant quite hold onto when you wake, but also… [+1235 chars]",Nepal,
89623,,Skift,Skift,Indigo and Air India See More Domestic Flights This Winter: India Report,"As Go First’s operations remain suspended and financially-troubled SpiceJet’s schedule shrinks, Indigo and Air India will shoulder the bulk of responsibilities in the Indian aviation industry. -Peden Doma Bhutia",https://skift.com/2023/10/25/indigo-and-air-india-see-more-domestic-flights-this-winter-india-report/,https://skift.com/wp-content/uploads/2023/06/Indigo-Fleet.jpg,2023-10-26 03:00:00.000000,"In this year’s winter schedule, Indigo will have the largest number of domestic flights among Indian airlines, with a total of 13,119 flights each week a 30% increase from a year earlier. 
Amid risi… [+6980 chars]",Nepal,
89627,,Biztoc.com,reuters.com,Magnitude 6.1 earthquake strikes Nepal - National Seismological ..,"An earthquake of magnitude 6.1 struck the Nepal on Sunday, the National Seismological Centre of Nepal said. The epicentre of the quake was at Dhading, about 55 km (35 miles) west of Kathmandu, it said. ""We felt very strong tremors. Some residents rushed out o…",https://biztoc.com/x/35c4b2868f8e15c6,https://c.biztoc.com/p/35c4b2868f8e15c6/s.webp,2023-10-22 04:14:07.000000,"An earthquake of magnitude 6.1 struck the Nepal on Sunday, the National Seismological Centre of Nepal said.The epicentre of the quake was at Dhading, about 55 km (35 miles) west of Kathmandu, it said… [+242 chars]",Nepal,
89628,,Bangkok Post,,India's top court rejects same-sex marriage,"NEW DELHI - India's top court on Tuesday said it cannot legalise same-sex marriages, with the chief justice saying making such a law is the domain of parliament.",https://www.bangkokpost.com/world/2665976/indias-top-court-rejects-same-sex-marriage,https://static.bangkokpost.com/media/content/20231017/c1_2665976_700.jpeg,2023-10-17 07:54:00.000000,"NEW DELHI - India's top court on Tuesday said it cannot legalise same-sex marriages, with the chief justice saying making such a law is the domain of parliament.
A five-judge bench headed by Chief J… [+968 chars]",Nepal,
89631,,The Indian Express,"Ravik Bhattacharya, Atri Mitra",Rats! Kolkata has a rodent problem: ‘They are eating this bridge like it’s cake’,"Flyovers to cable lines, food and papers in the Assembly building, rodents are nibbling their way through Kolkata. An exasperated city administration has all but thrown its hands up",https://indianexpress.com/article/cities/kolkata/kolkata-rodent-problem-eating-bridge-8968085/,https://images.indianexpress.com/2023/10/ratsssss.jpg,2023-10-04 09:53:05.000000,"It’s a rat race in Kolkata and so far, the rodents are winning it hands down.Rats have so far dug through the concrete bases of at least two flyovers, gnawed at underground sewerage and cable lines, … [+8933 chars]",Nepal,"It’s a rat race in Kolkata — and so far, the rodents are winning it hands down. Rats have so far dug through the concrete bases of at least two flyovers, gnawed at underground sewerage and cable lines, and taken over the much of the city, from the slums and eateries of south and centralKolkatato the colonial-era buildings of the Kolkata Municipal Corporation (KMC) and the Bidhan Sabha at Esplanade. The menace has set off alarm bells in the government, with the Trinamool Congress-run KMC scrambling for solutions — from running awareness campaigns on waste disposal to resorting to quick-fixes and reaching out to its counterparts in other states for ideas to exterminate the rats. Firhad Hakim, Trinamool leader and Kolkata Mayor, admitted toThe Indian Expressthat while they are yet to assess the extent of damage to the wires and cable lines, rats “are a major problem”. “We do not know about the population (of rats), but the effects are visible every day. Our sewerage lines, underground cables and electricity wires are getting damaged,” he told The Indian Express. KMC authorities say central Kolkata, where footpaths are lined with eateries that cater to the office crowd, and the slum areas of south Kolkata’s Dhakuria and Bhabanipore are among the worst affected. It was two years ago that the KMC was alerted to the sinking of the approach road to the Dhakuria Bridge flyover. “We reinforced the road with concrete but the problem persisted. Then we discovered these huge holes underground that rats had burrowed through and realised what was causing the subsidence,” said Mayor Hakim, blaming “illegal squatters” and “roadside eateries that throw waste food on the road” for the problem. KMC sources said rats have also damaged parts of the AJC Bose flyover in south Kolkata, digging through and loosening the soil around the foundation. With no solution in sight and no precedent to fall back on, the corporation has been reinforcing damaged structures and filling up holes on footpaths, roads and walls of bridges with a mix of concrete, sand and glass shards. “We mixed glass shards and sand grains with concrete and used that to fill up holes made by rats on the walls and pillars of flyovers. We hope this mix will restrict their movement, though we have no proof yet if it is working,” said Deputy Mayor Atin Ghosh. Ghosh said the KMC has also been conducting awareness campaigns for roadside eateries and restaurants, asking them not to throw food outside and warning them of legal action. Rat tales:Mumbaito New York From New York to Mumbai, almost every major city has been waging a battle against rat infestation. Aided by uncontrolled urbanisation, rats have outsmarted the best of city administrations, living in the darkest depths of sewerage systems and tunnels and nibbling through anything that comes their way — heaps of overflowing trash, cables, wires, even concrete. Mayor Hakim says that “sometime back”, the KMC approached the Brihanmumbai Municipal Corporation (BMC) for help. “But they could not help us find a solution,” he said. While BMC authorities did not confirm receiving such a letter from their counterparts in Kolkata, they said their battle against rats is an ongoing one. The BMC’s insecticide department kills lakhs of rats every year as part of its monsoon drive across the city’s 24 wards. The BMC also has ‘rat labourers’, who work in shifts to hunt down rats in the city. As of July this year, 2.81 lakh rats have been killed in Mumbai. But it’s New York’s rat problem that has garnered global attention. From mandating the use of covered trash cans to establishing rat exclusion zones, and appointing a ‘Rat Czar’, Kathleen Corradi, earlier this year to tackle the city’s severe rodent crisis, New York has declared war on the rodents. In an email to The Indian Express, Noah Levine, Chief of Staff of Communications in the office of the Mayor of New York City, said one of the key steps the city took to contain rats was to replace black trash bags with lidded containers to cut down on the food source of the rodents. The rule mandates that all commercial trash — approximately 20 million pounds per day — must be in secure, lidded containers, Levine said, adding that the city’s efforts over the past 20 months have resulted in “rat sightings dropping 25 per cent this summer” compared to last year. From nibbling on toes to exposing footpath plaster Back in Kolkata, rat sightings are easy. On a weekday afternoon, a colony of rats scurry out of the ground near one of the pillars of Dhakuria Bridge, an ageing four-lane flyover in Ballygunge that has a rail line connecting Gariahut to Jadavpur running underneath. Down the flyover and on either side of the railway line are slums, shacks and eateries, with their waste finding space on the tracks and elsewhere. Sitting on the tracks of the Sealdah-Budge Budge railway line, Sonia Mondol, 25, who lives in the slums under the bridge, said, “Rats have been eating this bridge like it’s cake. Every day we see broken parts of the bridge falling off.” Two years ago, Nepal Paul, 40, shifted his tea stall from under the Dhakuria Bridge to a corner of the underpass. “The rats are a huge menace. Look at the holes in the footpath here. They are so big that two people fell down and got injured. I have had to change the plastic containers in my shop to glass,” he said. Around five km away, at the AJC Bose flyover and the nearby Nizam Palace, another of the areas that Hakim identified as rat-infested, Pintu Shaw, 28, a hawker, says, “It’s impossible to do any work here. The rats come and nibble on our toes. The PWD came here and fixed the footpath, but within a month, the holes were back,” said Shaw, pointing to the exposed plaster on the footpath and the flyover. Asim Basu, councillor of ward number 70, said, “Eateries throw leftovers, and the oil and fat from the food stick onto the walls of the underground drains. Rats eat and nibble through the concrete walls of the drain, damaging them.” The KMC headquarters and the Assembly building in the Esplanade area too have had their share of rat tales. A KMC official said, “Rats are everywhere in the KMC, but the worst-hit is the server room. The rats have chewed on the wires and machines there. They have also been damaging the control room’s electric wires regularly.” A senior IT official at the KMC said things have been a little quieter ever since the corporation installed a “RODENT” machine in the server room two months ago. “The machine generates sound waves of a very high frequency which keeps rats away,” the official said. In the Assembly building, Speaker Biman said, “I have seen rats here… with my own eyes. We are very worried. We don’t want to use poison to kill rats because the stench will be unbearable. We have spoken to the Public Works Department about this. Let’s see what can be done.” A senior official said, “Here in the Assembly, I must say rats are the only creatures that are neutral. They trouble both the ruling party as well as the Opposition. Rats have eaten food in Leader of Opposition Suvendu Adhikari’s room and they have damaged papers in the Speaker’s room.” The way out? Experts agree that while rats are everywhere, they are hard to get rid of — and even harder to count. Mukesh Thakur, head of the mammals section at the Zoological Survey of India, Kolkata, said, “It is true that there is almost no data or research on the rat population for the city of Kolkata. If KMC sends us a request, we can possibly look into it.” Shilanjan Bhattacharya, Professor of Zoology at West Bengal State University, said, “The most common rats species in the city are the Rattus norvegicus, the common brown rats with a maximum body length of 6-8 inches, and the Bandicota indica, the Indian bandicoot that can grow up to 1 foot in length and weigh nearly a kg.” “The only way the rat population can be checked is by innovating and allowing natural predators such as owls, monitor lizards and jungle cats to breed and roam in the infested area. If authorities decide that this is an emergency and absolutely necessary, the Forest Department and naturalists can work on how to manage such biological controls. No other mechanical or chemical procedures have ever been successful — especially in humid Indian cities, where garbage is abundant.” Renowned ecologist and academic Professor Madhav Gadgil offers an even more unconventional solution. Talking to The Indian Express, he said, “It may sound unorthodox, but the solution is to catch the rats, remove harmful pathogens if any and turn it into poultry feed. The solution is to bring the rats back into the food chain. In various parts of India, people eat rats, mainly field rats.”"
89633,,Ozbargain.com.au,oztechtraders,Boost $300 Prepaid SIM Starter Kit (Get 260GB Data if Activated by 27-11-2023) Use Code 2YB2Y2Q3 for $244 Delivered @Oztechbiz,"BOOST MOBILE $300 PREPAID SIM STARTER KIT

260 GB Data Activate before 27-11-23

Expiry date 14-07-2025. (Customer 365 expiry starts from the date of sim activation)

We aim to process the orders within 48 hours after the cleared funds are received.

PLEASE V…",https://www.ozbargain.com.au/node/805355,https://files.ozbargain.com.au/n/55/805355l.jpg?h=4f5c299d,2023-10-12 12:22:55.000000,"BOOST MOBILE $300 PREPAID SIM STARTER KIT
260 GB Data Activate before 27-11-23
Expiry date 14-07-2025. (Customer 365 expiry starts from the date of sim activation)
We aim to process the orders wit… [+2550 chars]",Nepal,
89634,,VOA News,webdesk@voanews.com (VOA News),"5 Civilians Dead, 23 Soldiers Missing After Flooding in India","Five people have died and 23 soldiers are missing after flash flooding Wednesday in India's Lachen Valley in the northeastern state of Sikkim, according to army officials. 


The flood, caused by heavy rainfall, blocked the main highway to Sikkim's capital, G…",https://www.voanews.com/a/civilians-dead-23-soldiers-missing-after-flooding-in-india/7296513.html,https://gdb.voanews.com/01000000-c0a8-0242-6548-08dbc4ebb10d_cx0_cy5_cw0_w1200_r1.jpg,2023-10-04 15:43:54.000000,"Five people have died and 23 soldiers are missing after flash flooding Wednesday in India's Lachen Valley in the northeastern state of Sikkim, according to army officials. 
The flood, caused by heav… [+941 chars]",Nepal,
89636,,BusinessLine,BL Mumbai Bureau,Zydus Lifesciences to co-promote Guardant Health biopsy tests in India and Nepal,"Zydus Lifesciences and Guardant Health have collaborated to jointly promote a range of biopsy tests in India and Nepal, including Guardant360 and Guardant360 TissueNext for genomic profiling, as well as Guardant360 Response for treatment monitoring.",https://www.thehindubusinessline.com/companies/zydus-lifesciences-to-co-promote-guardant-health-biopsy-tests-in-india-and-nepal/article67488066.ece,https://bl-i.thgim.com/public/incoming/vvli3s/article67488136.ece/alternates/LANDSCAPE_1200/PO19_Zydus.jpg,2023-11-02 07:02:51.000000,"Zydus Lifesciences and Guardant Health have agreed to jointly promote the Guardant360 portfolio of liquid and tissue biopsy tests across India and Nepal. 
The tests to be promoted include the Guarda… [+2192 chars]",Nepal,
89637,,Raw Story,Agence France-Presse,"Afghanistan hit by second strong quake days after first killed more than 2,000","Another strong earthquake shook part of western Afghanistan on Wednesday morning after an earlier quake killed more than 2,000 and flattened whole villages.The latest 6.3-magnitude earthquake was about 28 kilometres (17 miles) outside Herat, the capital of He…",https://www.rawstory.com/afghanistan-hit-by-second-strong-quake-days-after-first-killed-more-than-2000/,https://www.rawstory.com/media-library/afghan-men-stand-on-the-debris-of-damaged-houses-after-the-recent-earthquake-in-the-district-of-zinda-jan-in-herat-afghanista.jpg?id=49405275&width=1200&height=600&coordinates=0%2C0%2C0%2C73,2023-10-11 11:32:44.000000,"Here is what we know so far:
- Thailand: 20 dead, 14 hostages -
Twenty Thais have been killed, 13 wounded and 14 are estimated to have been abducted, the foreign ministry said on Wednesday.
There … [+4438 chars]",Nepal,
101939,cnn,CNN,Anna Bahney,Mortgage rates drop for first time in seven weeks,"Mortgage rates ticked down this week, snapping a seven-week streak of increases.",https://www.cnn.com/2023/11/02/homes/mortgage-rates-november-2/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1603037139.jpg?c=16x9&q=w_800,c_fill",2023-11-02 17:01:28.000000,"Mortgage rates ticked down this week, snapping a seven-week streak of increases.
The 30-year fixed-rate mortgage fell to an average of 7.76% in the week ending November 2, down from 7.79% the week b… [+3067 chars]",Hiking,"Mortgage rates ticked down this week, snapping aseven-week streak of increases. The 30-year fixed-rate mortgage fell to an average of 7.76% in the week ending November 2, down from 7.79% the week before, according to data from Freddie Mac released Thursday. A year ago, the 30-year fixed-rate was 6.95%. The news comes a day after the Federal Reserve said in a widely anticipated move that it wouldleave its benchmark lending rate at the highest level in 22 years. “The 30-year fixed-rate mortgage paused its multi-week climb but continues to hover under 8%,” said Sam Khater, Freddie Mac’s chief economist. “The Federal Reserve again decided not to raise interest rates but has not ruled out a hike before year-end,” he said. “Coupled with geopolitical uncertainty, this ambiguity around monetary policy will likely have an impact on the overall economic landscape and may continue to stall improvements in the housing market.” Although the rate for a 30-year fixed-rate loan ticked down slightly, it remained elevated in the leadup to the two-day monetary policy meeting, which concluded Wednesday, said Hannah Jones, economic research analyst at Realtor.com. “Though the committee chose to take a pause from further contractionary policy in this week’s meeting, Chair [Jerome] Powell made the point that the committee will remain open to further policy action to bring inflation down to 2% over time, dependent on incoming data,” she said. Realtors found liable for $1.8 billion in damages in conspiracy to keep commissions high Although the Fed does not set the interest rates that borrowers pay on mortgages directly, its actions influence them. Mortgage rates tend to track the yield on 10-year US Treasuries, which move based on a combination of anticipation about the Fed actions, what the Fed actually does and investors’ reactions. When Treasury yields go up, so do mortgage rates; when they go down, mortgage rates tend to follow. On Wednesday the Treasury Department also announced that it will slow the pace of its longer-dated 10-year and 30-year bond issuance. “However, longer-term debt issuance will continue to climb, which keeps upward pressure on mortgage rates,” said Jones. With average rates over 7% since mid-August, applications for mortgages have been trending down. They declined for the third consecutive week as low inventory and high rates continued to stifle borrower demand, according to the Mortgage Bankers Association. Rates are expected to stay elevated until it becomes clear the Fed is done hiking rates, according to MBA. How the Fed is using its multi-trillion-dollar balance sheet to fight inflation “We were pleased to see that the Fed held short-term rates steady yesterday and continue to believe that it should not hike again and not sell its holdings of mortgage-backed securities until and unless the housing finance market has stabilized,” said Bob Broeksmit, MBA president and CEO. “These actions would help to lower mortgage rates and improve homebuyer affordability heading into 2024.” Mortgage rates should stay stable in the next few months, said Jones, since another two-day monetary policy meeting is not scheduled until December. That should give homebuyers a small bit of comfort, she says. “Today’s buyers face scarce for-sale inventory, still-high listing prices, and multi-decade high mortgage rates, so any potential relief from climbing housing costs is welcomed,” Jones said."
89638,,Raw Story,Agence France-Presse,US arrests Chilean ex-soldier for murder of singer Victor Jara,"A former Chilean soldier accused of torturing and killing beloved folk singer Victor Jara 50 years ago during the country's dictatorship was arrested in Florida, officials said Tuesday.Pedro Pablo Barrientos is in the custody of immigration authorities after …",https://www.rawstory.com/us-arrests-chilean-ex-soldier-for-of-singer-victor-jara/,https://www.rawstory.com/media-library/chilean-singer-victor-jara.png?id=49404318&width=1200&height=600&coordinates=0%2C67%2C0%2C48,2023-10-11 11:28:43.000000,"Here is what we know so far:
- Thailand: 20 dead, 14 hostages -
Twenty Thais have been killed, 13 wounded and 14 are estimated to have been abducted, the foreign ministry said on Wednesday.
There … [+4438 chars]",Nepal,
89639,,Raw Story,Agence France-Presse,NASA to unveil first images of historic asteroid sample,"NASA is set to reveal on Wednesday the first images of the largest asteroid sample ever collected in space, something scientists hope will yield clues about the earliest days of our solar system and perhaps the origins of life itself.The OSIRIS-REx mission co…",https://www.rawstory.com/nasa-to-unveil-first-images-of-historic-asteroid-sample/,https://www.rawstory.com/media-library/the-osiris-rex-mission-collected-rock-and-dust-from-the-asteroid-bennu-in-2020-and-a-capsule-containing-the-precious-cargo-succ.png?id=49403652&width=1200&height=600&coordinates=0%2C62%2C0%2C63,2023-10-11 11:24:57.000000,"Here is what we know so far:
- Thailand: 20 dead, 14 hostages -
Twenty Thais have been killed, 13 wounded and 14 are estimated to have been abducted, the foreign ministry said on Wednesday.
There … [+4438 chars]",Nepal,
89640,cbs-news,CBS News,,"At least 10 dead, 102 missing as India glacial lake burst sparks flood",Officials in India say at least 10 people are dead and 102 missing after a flash flood triggered by a swollen glacial lake bursting its banks.,https://www.cbsnews.com/news/india-flood-glacier-lake-deaths-missing-himalayas-climate-change-glacial-melting/,https://assets1.cbsnewsstatic.com/hub/i/r/2023/10/05/56512c6b-f88d-4fe1-b0c4-5b04cc63ed87/thumbnail/1200x630/ed474bb92a7166d2047675d0aed98fc5/india-flood-glacier-lake-burst-2023.jpg?v=42bbcea0e3eaab3fb7d470f54c86b0bd,2023-10-05 13:13:05.000000,"Guwahati, India — Indian rescue teams searched Thursday for 102 people missing after a devastating flash flood triggered by a high-altitude glacial lake burst that killed at least 10 people, official… [+3319 chars]",Nepal,
89642,,Biztoc.com,nytimes.com,How Nepal’s Deal With China for an Airport Became an Albatross,Nepal had long hoped that an international airport would make Pokhara a tourist site. Credit...Rebecca Conway for The New York Times China called the project a “signature” of its cooperation with Nepal. Insiders and documents reveal the pitfalls of China’s in…,https://biztoc.com/x/a78a09d03eada465,https://c.biztoc.com/p/a78a09d03eada465/s.webp,2023-10-16 06:42:11.000000,Nepal had long hoped that an international airport would make Pokhara a tourist site. Credit...Rebecca Conway for The New York TimesChina called the project a signature of its cooperation with Nepal.… [+286 chars],Nepal,
89643,cbs-news,CBS News,,"U.S. climber and her guide dead, 2 missing after Tibet mountain avalanches","Anna Gutu and Mingmar Sherpa were confirmed dead after avalanches struck the slopes of a Tibetan mountain, while two others remained missing.",https://www.cbsnews.com/news/us-climber-anna-gutu-mingmar-sherpa-dead-2-missing-avalanches-mount-shishapangma-tibet/,https://assets1.cbsnewsstatic.com/hub/i/r/2023/10/09/08fe4771-70d8-4717-a59e-e053697aa2e3/thumbnail/1200x630/bcb7a4417728c9a195d9c8ffc649d941/anna-gutu.jpg?v=f334c339940ae79342a8ce7757900604,2023-10-09 10:31:13.000000,"American mountaineer Anna Gutu and a Nepalese guide Mingmar Sherpa were confirmed Sunday dead after avalanches struck the slopes of a Tibetan mountain, while two others remained missing, according to… [+2772 chars]",Nepal,
